ENERGY,L,B,TIME
179.8036651611328,235.349853515625,77.2386474609375,388742504.0993495
252.59878540039062,239.8993377685547,76.56226348876953,388742540.69791454
230.76040649414062,238.3638153076172,77.03704833984375,388742562.65387505
359.7137756347656,234.93980407714844,77.2776870727539,388742574.5018242
370.9969787597656,240.7771759033203,76.90811157226562,388742610.2133196
148.5270233154297,237.99005126953125,77.92845916748047,388742623.89158726
211.23333740234375,240.33848571777344,76.55794525146484,388742707.40152943
408.5908508300781,237.57240295410156,77.55677795410156,388742714.9649539
133.70663452148438,237.5067138671875,77.25837707519531,388742734.8332261
248.3487548828125,239.20785522460938,76.59919738769531,388742816.1698753
114.2572021484375,235.24148559570312,77.32682037353516,388742864.6090278
114.14336395263672,239.77203369140625,76.5487060546875,388742865.02257216
218.35986328125,235.53482055664062,77.57148742675781,388742909.12468535
200.64122009277344,238.6855926513672,77.46402740478516,388742974.6244284
123.19471740722656,172.18453979492188,77.49759674072266,388741850.21704453
285.9659729003906,176.52113342285156,77.68596649169922,388742623.8431742
611.9212646484375,175.45016479492188,76.88883209228516,388742714.2705544
187.39456176757812,176.9638214111328,76.8927993774414,388742729.025447
505.75140380859375,174.42527770996094,77.25035095214844,388742743.9560773
251.34686279296875,174.9665985107422,76.74527740478516,388742746.34850377
1054.780517578125,173.98268127441406,76.93074035644531,388742766.55237377
129.9871063232422,173.14340209960938,76.47880554199219,388742767.3712845
464.64154052734375,174.2194366455078,76.90853118896484,388742795.9741042
858.6033935546875,175.99148559570312,77.39581298828125,388742796.12660444
394.9886169433594,173.650634765625,78.0428695678711,388742797.1922864
804.2348022460938,171.47340393066406,76.65470123291016,388742861.5140624
130.2581329345703,173.44395446777344,77.4463882446289,388742891.6488459
883.6322021484375,174.2998046875,77.67237091064453,388742908.679062
387.92926025390625,172.1475067138672,76.58415222167969,388742950.068444
127.72341918945312,173.21788024902344,76.79981994628906,388742961.7633497
141.20977783203125,210.68264770507812,81.24471282958984,388741643.59808385
107.58073425292969,186.18711853027344,77.8889389038086,388741662.8921421
177.62017822265625,183.86306762695312,81.00086212158203,388741664.15594816
152.37310791015625,190.66493225097656,79.26923370361328,388741750.41381466
119.32071685791016,183.42105102539062,79.02425384521484,388741825.5543878
176.86920166015625,193.31521606445312,79.18062591552734,388741957.3444582
229.80899047851562,188.79495239257812,79.06256866455078,388741997.62576914
174.61257934570312,202.11868286132812,78.90396881103516,388742368.1389781
