ENERGY,L,B,TIME
463.8065490722656,246.81640625,55.59736251831055,405635993.68618923
136.83799743652344,244.8278045654297,55.6649169921875,405636125.7723088
141.7581024169922,233.60214233398438,48.95167922973633,405636118.9382239
402.84942626953125,234.03221130371094,50.66056823730469,405636119.003566
108.04291534423828,235.15512084960938,50.28185272216797,405636119.14024955
156.9692840576172,232.15501403808594,47.83944320678711,405636119.2230088
297.4715270996094,231.11862182617188,50.68125534057617,405636119.5178146
106.79026794433594,236.4892578125,46.626853942871094,405636120.5217378
500.5516662597656,232.79544067382812,50.91712951660156,405636120.8690805
105.5999984741211,234.52349853515625,50.447235107421875,405636120.8792295
613.2900390625,231.9214324951172,49.23979568481445,405636121.41333556
157.8572540283203,233.99681091308594,50.12409210205078,405636121.4201917
117.5688705444336,239.3037872314453,45.6663818359375,405636122.33635384
177.72262573242188,231.0043487548828,50.23268127441406,405636123.59964705
111.79532623291016,230.64942932128906,49.69910430908203,405636123.6445385
159.91424560546875,239.2626953125,45.07369613647461,405636123.6597292
134.51405334472656,230.1409149169922,51.56227111816406,405636126.22784317
138.76902770996094,232.2025909423828,51.11198806762695,405636126.3205799
162.04803466796875,241.0140380859375,47.170284271240234,405636126.41735417
381.7179260253906,234.50677490234375,49.99542999267578,405636127.30971736
168.11285400390625,235.85557556152344,46.253849029541016,405636127.85815835
263.4507751464844,234.5789031982422,50.4239501953125,405636128.1126383
124.95695495605469,229.0846405029297,51.68812561035156,405636129.5322471
210.48667907714844,233.12542724609375,50.11024475097656,405636134.6003565
165.12034606933594,237.7128448486328,48.885047912597656,405636135.8187459
121.89616394042969,231.05294799804688,50.867347717285156,405636142.5448942
129.44912719726562,239.6310272216797,48.13064193725586,405636146.84642285
266.8157043457031,231.0380401611328,51.05845260620117,405636151.0692196
312.9534606933594,233.5401153564453,50.782981872558594,405636167.31210923
142.7227020263672,236.09677124023438,49.87286376953125,405636277.9514002
260.5974426269531,234.12533569335938,48.44804382324219,405636311.24146384
115.3527603149414,241.05044555664062,46.99265670776367,405636335.64097744
852.3531494140625,226.52403259277344,51.390960693359375,405636111.84102273
150.92562866210938,223.80343627929688,51.306663513183594,405636125.2215284
125.20491027832031,227.39425659179688,51.67162322998047,405636127.1215251
161.36764526367188,227.5328826904297,51.92619323730469,405636137.34947926
121.7587661743164,220.45950317382812,50.708003997802734,405636543.70686793
100.68396759033203,221.6016082763672,48.979793548583984,405636565.97490025
117.43541717529297,226.90802001953125,49.09550476074219,405636118.92571676
130.0572967529297,229.46128845214844,47.365997314453125,405636119.07748675
283.6107177734375,228.90245056152344,48.9813232421875,405636119.5435264
378.2513732910156,228.76185607910156,49.6601676940918,405636130.4337516
121.9622573852539,228.37796020507812,42.35111618041992,405636130.85166734
113.70277404785156,228.90908813476562,50.393470764160156,405636131.1263161
106.08032989501953,227.68434143066406,48.4439811706543,405636151.3645175
167.13241577148438,226.80853271484375,53.15761947631836,405636118.94527715
124.92891693115234,221.382080078125,57.78120040893555,405636127.3257563
182.857666015625,228.46197509765625,52.37221145629883,405636217.20524514
129.66404724121094,242.78895568847656,50.58334732055664,405635939.15264213
120.4265365600586,235.20106506347656,52.133880615234375,405636118.8757907
247.44029235839844,236.0921630859375,51.6907844543457,405636118.88328284
100.15143585205078,236.67129516601562,54.95824432373047,405636118.8851224
150.35211181640625,235.05624389648438,53.596092224121094,405636118.8894387
326.4077453613281,237.14512634277344,50.35584259033203,405636118.91595745
868.512939453125,234.3789520263672,52.23303985595703,405636118.95340514
152.75836181640625,234.40899658203125,54.170597076416016,405636118.96285176
101.6538314819336,241.3502960205078,51.05350112915039,405636118.9991963
130.2248077392578,233.62925720214844,51.492706298828125,405636119.41721547
220.97984313964844,233.2488250732422,53.69926834106445,405636119.42525727
559.257568359375,233.24838256835938,51.540279388427734,405636119.53455263
660.4178466796875,233.87548828125,51.806068420410156,405636119.6398295
123.85890197753906,237.75791931152344,55.913578033447266,405636119.6686073
159.98216247558594,233.90037536621094,51.05009460449219,405636119.8663468
309.4916687011719,235.3833770751953,50.6402702331543,405636121.08982515
